Phone Number,Project,Description,URL,Last Modified Date,Last Modified By,Transfer Prompt,Error Prompt,Backup Transfer Destination,Recovery URL,Recovery URL (alt),Reporting Group,Time Zone,Call Type,Service Combination,Contract,Environment,Outbound Web Account,Allow Blind Transfers,Traffic Plan,Routing notes,Utterance Capture,Logging (Dev),Logging (VXML),Logging (VXML Warnings),VXML Revision,VXML Update,DTMF Only,Call Field,Call Expression,Call Action,Max Live Calls,Extranet Applications,Exclude Billing,% Whole Calls Recorded,Play in browser?,IDM Events,IDM Events VXML Flow,State name
dialog.qa.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,qa,True,dialog-GP,"",False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.qa.sip.tellme.com,Tellme QA,,http://test03.plat.qa.backvport.sv2.tellme.com/voiptest/VXML/reco-app.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.sprintvswakeup.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,sprintvswakeup,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.staging.orbitz.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,staging.orbitz.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.tellme-dev.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.tellme-qa.notifier.sip.tellme.com,Tellme QA,QA Notifier Acct,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,tellme-qa,True,dialog-GP,Clean up,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.tellmewakeup.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,tellmewakeup,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.test.americanexpress.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,test.americanexpress.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.test.speechcycle.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,test.speechcycle.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.verizon.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,verizon.com,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog.verizonwholesale.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Nuance Speech Engine  -->  AT&T TDM Outbound (plat qa),Tellme QA,Plat QA,verizonwholesale,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog2.manatee-test-1.tellme-qa.sip.tellme.com,Tellme QA,,http://qaheartbeat02.plat.qa.swamp.sv2.tellme.com/perf/Manatee/contents/start555T.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,PlatQA_Manatee_1,"",False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@6509304539.sip.tellme.com,Tellme QA,"ekingtest, farmers",http://megaman.tellme.com/~sliu/farmers/app-bristol.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,p303,,False,True,True,True,,,False,"",,"",,,False,100.0,True,False,False,active
dialog@ccapp.6509304535.sip.tellme.com,Tellme QA,MM Test VAK - Dev,http://chainsaw.tellme.com/~javier/git/mm-amex-controller/cb/ccxml/cloudbrain.ccxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,Dev-6509304535,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@ccapp.6509304536.sip.tellme.com,Tellme QA,MM Test VAK - Dev,http://punch.tellme.com/~corby/mmep/mm-amex-controller/cb/ccxml/cloudbrain.ccxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,Dev-6509304536,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@ccapp.6509304537.sip.tellme.com,Tellme QA,MM Test VAK - Dev,http://error.vui.en-us.tellme.com/placeholder.vxml?ccxml=http://saw.tellme.com/~natefair/mmep/mm-amex-controller/cb/ccxml/cloudbrain.ccxml?vak=dialog.mmX-qa.mm.sip.tellme.com,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,Dev-6509304537,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@ccapp.6509304538.sip.tellme.com,Tellme QA,MM Test VAK - QA,http://error.vui.en-us.tellme.com/placeholder.vxml?ccxml=http://amex.vui.en-US.tellme.com/controller/cb/ccxml/cloudbrain.ccxml?vak=dialog.mmX-qa.mm.sip.tellme.com,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,QA-6509304538,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@ccapp.6509304541.sip.tellme.com,Tellme QA,MMPM Test VAK - QA,http://error.vui.en-us.tellme.com/placeholder.vxml?ccxml=http://amex.vui.en-US.tellme.com/controller/cb/ccxml/cloudbrain.ccxml?vak=dialog.mmX-qa.mm.sip.tellme.com,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,QA-6509304541,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@ccapp.6509304542.sip.tellme.com,Tellme QA,MM Test VAK - QA,http://error.vui.en-us.tellme.com/placeholder.vxml?ccxml=http://amex.vui.en-US.tellme.com/controller/cb/ccxml/cloudbrain.ccxml?vak=dialog.mmX-qa.mm.sip.tellme.com,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,QA-6509304542,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.6509304562.sip.tellme.com,Tellme QA,Hindsight Testing,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.appqapanda.tellme-qa.interop.tellme.com,Tellme QA,,http://load02.app.qa.shared.sv2.tellme.com/orange/index_panda.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.appqapanda.tellme-qa.sip.tellme.com,Tellme QA,,http://load02.app.qa.shared.sv2.tellme.com/orange/index_panda.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,inactive
dialog@dialog.interop.tellme-qa.interop.tellme.com,Tellme QA,,http://contra.tellme.com/~a-rokris/sprint/current/vxml/main.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,Test,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.mm-dev.mm.sip.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA - Platform,Stable SV2,,True,Dev-mm-dev,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.mm-performance.mm.sip.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,QA-mm-performance,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.mm-qa.mm.sip.tellme.com,Tellme QA,MMPM F&F testing,http://test03.plat.qa.backvport.sv2.tellme.com/evgenia/vxml/mmcv-start.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA - Platform,Stable SV2,,True,QA-mm-qa,,True,True,True,True,,,False,"",,"",,,False,100.0,False,False,False,active
dialog@dialog.mm1-dev.mm.sip.tellme.com,Tellme QA,,http://saw.tellme.com:9158/mmep/ani_dnis3.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,Dev-mm1-dev,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.mm1-qa.mm.sip.tellme.com,Tellme QA,SD testing for AmEx MMVRâ€”do not change without contacting Oleg,http://test03.plat.qa.backvport.sv2.tellme.com/oleg/mmpm/vxml/mmpm-start.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,A:B Tests - CV,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,QA-mm1-qa,,False,True,True,True,,,False,"",,"",,,False,100.0,False,False,False,active
dialog@dialog.mm2-dev.mm.sip.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,Dev-mm2-dev,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.mm2-qa.mm.sip.tellme.com,Tellme QA,web2multimodal testing,http://test03.plat.qa.backvport.sv2.tellme.com/oleg/mmpm/vxml/mmpm-start.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,QA-mm2-qa,,False,True,True,True,,,False,"",,"",,,False,100.0,False,False,False,active
dialog@dialog.mm3-qa.mm.sip.tellme.com,Tellme QA,Ricardo,http://test03.plat.qa.backvport.sv2.tellme.com/mm-amex-cv-qa/vxml/mmcv-start.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,QA-mm3-qa,,False,True,True,True,,,False,"",,"",,,False,100.0,False,False,False,active
dialog@dialog.mm4-qa.mm.sip.tellme.com,Tellme QA,SD QA MMPM,http://test03.plat.qa.backvport.sv2.tellme.com/rcortes/mmpm/vxml/mmpm-start.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,A:B Tests - CV,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,QA-mm4-qa,,False,True,True,True,,,False,"",,"",,,False,100.0,False,False,False,active
dialog@dialog.mm5-qa.mm.sip.tellme.com,Tellme QA,,http://test03.plat.qa.backvport.sv2.tellme.com/mm-amex-cv-qa/vxml/mmcv-start.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,QA-mm5-qa,,False,True,True,True,,,False,"",,"",,,False,100.0,False,False,False,active
dialog@dialog.msft.tellme-qa.interop.tellme.com,Tellme QA,,http://msft.da.vui.en-us.tellme.com/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.notifier.qa.sip.tellme.com,Tellme QA,,http://load04.plat.qa.swamp.sv2.tellme.com/qa/stress/VXML/initial.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,PlatQA_platqa,"",False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,inactive
dialog@dialog.outbound.tellme-dev.sip.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.sb-sv2-ping2.tellme-qa.interop.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@dialog.sbc-1.tellme-qa.interop.tellme.com,Tellme QA,,http://megaman.tellme.com/~patrickn/speechcycle/vxml/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.sbc-sv1.tellme-qa.sip.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.sbc-sv2-ping1.tellme-qa.interop.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.sbc-sv2-ping2.tellme-qa.interop.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.sbc-va1.tellme-qa.sip.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.sprintpreintegration.tellme-qa.interop.tellme.com,Tellme QA,,http://contra.tellme.com/~a-rokris/sprint/current/vxml/main.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.vad-qa1.tellme-qa.interop.tellme.com,Tellme QA,,http://aw.dialtone2.vui.en-us.tellme.com/vad_index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.vad-qa2.tellme-qa.interop.tellme.com,Tellme QA,,http://aw.dialtone2.vui.en-us.tellme.com/vad_index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.vad-qa3.tellme-qa.interop.tellme.com,Tellme QA,,http://aw.dialtone2.vui.en-us.tellme.com/vad_index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.zentell-qa1.tellme-qa.interop.tellme.com,Tellme QA,,http://dialtone.vui.en-us.tellme.com/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.zentell-qa2.tellme-qa.interop.tellme.com,Tellme QA,,http://dialtone.vui.en-us.tellme.com/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@dialog.zentell-qa3.tellme-qa.interop.tellme.com,Tellme QA,,http://dialtone.vui.en-us.tellme.com/index.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,True,0.0,False,False,False,active
dialog@ekingtest-mse.voiplab.tellme.com,Tellme QA,eking internal testing - mse,http://megaman.tellme.com/~eking/development/vxml/eking-test.xml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@mm-qa1.mm.sip.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@mm1-qa-campbel.tellme-internal.sip.tellme.com,Tellme QA,web2multimodal testing Campbell,http://test03.plat.qa.backvport.sv2.tellme.com/web2multimodal-campbell/mmpm/vxml/mmpm-start.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,A:B Tests - CV,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,QA-mm1-campbel,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@qa.ccas.sip.tellme.com,Tellme QA,,http://load04.plat.qa.swamp.sv2.tellme.com/qa/ccas/qa.ccxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,CCAS   -->  Microsoft Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@raja.att.sip.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Denver,Inbound VXML,AT&T TDM   -->  Nuance Speech Engine (plat qa),Tellme QA,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@tellme-qa.att.sip.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM   -->  Nuance Speech Engine (plat qa),Do not use this contract,Plat QA,,True,dialog-GP,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@tellme-qa.tellme-internal.sip.tellme.com,Tellme QA,,http://error.vui.en-us.tellme.com/placeholder.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (stable sv2),Tellme QA,Stable SV2,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@test.charter.voiplab.tellme.com,Tellme QA,Charter Interop Testing,http://megaman.tellme.com/~eking/development/vxml/compilecheck-2.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Inbound VXML,Tellme Internal   -->  Microsoft Speech Engine (voip lab),Tellme Dev,VoIP Lab,,True,dialog-ASR_MS,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
dialog@z1.tellme-qa-sonus-outbound.com.notifier.sip.tellme.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Outbound Web,Microsoft Speech Engine  -->  Sonus-GW-Outbound-ATT2 (plat qa),Tellme QA - SonusOutbound,Plat QA,z1.tellme-qa-sonus-outbound.com,True,sonus-p193-stable-outbound2-plat,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
testdnn.testdnnvak.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Outbound Web,Microsoft DNN Speech Engine  -->  AT&T TDM Outbound (plat qa),test_dnn_vak,Plat QA,testdnn.testdnnvak.com,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
vak247.testdnnvak.com,Tellme QA,,Not applicable,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,GMT,Outbound Web,Microsoft DNN Speech Engine  -->  AT&T TDM Outbound (plat qa),test_dnn_vak,Plat QA,vak247.testdnnvak.com,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
800-320-5761,Tellme QA - AppX,jez,http://virt-asst-content-stable.api.247-inc.net/v1/virtualagents/clients/247inc/applications/jez/voice/current/main.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft DNN Speech Engine (stable sv2),Tellme QA - AppX,Stable SV2,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,True,False,active
800-410-9886,Tellme QA - AppX,,http://load02.app.qa.shared.sv2.tellme.com/orange/index_panda20.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,error_default.wav,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft DNN Speech Engine (stable sv2),Tellme QA - AppX,Stable SV2,,True,dialog-ASR_MS_DNN,,True,True,True,True,,,False,"",,"",,,False,50.0,True,True,True,active
800-521-1893,Tellme QA - AppX,,http://aw.voicesms2.vui.en-us.tellme.com/index_receive_cingular.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft DNN Speech Engine (stable sv2),Tellme QA - AppX,Stable SV2,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
800-521-2094,Tellme QA - AppX,,http://aw.voicesms2.vui.en-us.tellme.com/index_receive_cingular.vxml,Jun 02 2020 07:00,Polinaidu Gottapu kin,,,"",,,,America/Los_Angeles,Inbound VXML,AT&T TDM (Integrated)  -->  Microsoft DNN Speech Engine (stable sv2),Tellme QA - AppX,Stable SV2,,True,dialog-ASR_MS_DNN,,False,True,True,True,,,False,"",,"",,,False,0.0,False,False,False,active
